system:index,B10_count,B10_mean,B10_variance,B11_count,B11_mean,B11_variance,B12_count,B12_mean,B12_variance,B1_count,B1_mean,B1_variance,B2_count,B2_mean,B2_variance,B3_count,B3_mean,B3_variance,B4_count,B4_mean,B4_variance,B5_count,B5_mean,B5_variance,B6_count,B6_mean,B6_variance,B7_count,B7_mean,B7_variance,B8A_count,B8A_mean,B8A_variance,B8_count,B8_mean,B8_variance,B9_count,B9_mean,B9_variance,Block,DOY_count,DOY_mean,DOY_variance,GCVI_count,GCVI_mean,GCVI_variance,GPSID,ID,NDVI_count,NDVI_mean,NDVI_variance,QA10_count,QA10_mean,QA10_variance,QA20_count,QA20_mean,QA20_variance,QA60_count,QA60_mean,QA60_variance,RNDMTRACKID,SUBID,Schedule_id,TOTID,Village,a2,a2_org,a3,a4,a5,a5_1,a5_2,a6,a6_1,a6_2,a7,a7_1,a7_1_1_r1,a7_1_1_r2,a7_1_1_r3,a7_1_1_r4,a7_2,a7_2_1_r1,a7_2_1_r2,a7_2_1_r3,a7_2_1_r4,a8,a9,a9_str,area,canopy,chemical,coordsetsn,description,district,ex_description,ex_name,gps1,gps2,gpsfileid,i1_district,i4_cocoid,intercroppingCrop,intercroppingPercent,isFertilizedType,isIntercropping,isWeeded,lodging,mstimestamp,name,noTimesIrrigated,noTimesWeeded,random,seedSource,seedVariety,swi,weedCoverPercent,yield,yieldLevel100Break,yieldLevelColors,.geo
20170418T044701_20170418T050010_T44RRN_288,8,17,0,8,2867.25,4559.071429,8,2116.5,4754.571429,8,1897,0,8,1703.25,261.9285714,8,1610.375,725.6964286,8,1713,3437.714286,8,1779.5,1612.285714,8,2167.25,1740.785714,8,2470,2859.428571,8,2711.75,6049.928571,8,2300.875,9735.553571,8,358,0,14,8,108,0,8,428,2085.142857,Mf 7,145_1,8,145.875,70.125,8,0,0,8,0,0,8,0,0,736235,304,1.05E+08,TRACK736235_SUB304,46,2.01E+07,2011,3,20,1,1,1,1,1,3,3,3,3,2,1,0,1,15,0,0,0,3,2,NO,705.4565245,,6,2,,Muzaffarpur,,,2.02E+07,142537,6.36E+17,5,216266,mustard,<25%,YES Both,YES,YES,3,1.49E+12,,3,1,0.030462483,Through Jeevika,Lal bhadur,1,>50%,444.99,5,A75715,
20170418T044701_20170418T050010_T44RRN_294,5,17,0,5,2782.6,8333.3,5,2064.4,6261.3,5,1893.8,0.2,5,1665.2,123.2,5,1550.4,90.8,5,1605,31,5,1678.4,634.8,5,2094.4,1230.3,5,2357.8,1522.7,5,2595.8,1925.7,5,2158.4,46.3,5,360.6,1.8,14,5,108,0,5,391.8,90.7,Mf 5,140_2,5,146.6,1.3,5,0,0,5,0,0,5,0,0,552152,3593,1.05E+08,TRACK552152_SUB3593,46,2.01E+07,2011,3,20,2,0,0,1,2,3,3,3,5,2,2,0,1,1,0,0,0,2,2,NO,501.6314194,,9,3,,Muzaffarpur,,,2.02E+07,134339,6.36E+17,5,216221,,,YES Both,NO,YES,3,1.49E+12,,2,2,0.359304305,Through Jeevika,Lal bhadur,1,>50%,480.49,5,A75715,
20170418T044701_20170418T050010_T44RRN_18,18,18,0,18,3229.388889,6473.310458,18,2500.111111,2964.222222,18,1928,2.117647059,18,1752,312.7058824,18,1677.666667,546.4705882,18,1817.944444,2656.761438,18,1880.055556,1799.349673,18,2276.611111,2909.663399,18,2588,2323.294118,18,2864,7523.882353,18,2416.111111,12588.9281,18,376.3333333,0.941176471,14,18,108,0,18,439.2777778,2800.447712,Mf 20,132_0,18,140.3888889,116.4869281,18,0,0,18,0,0,18,0,0,914896,4053,1.05E+08,TRACK914896_SUB4053,46,2.11E+07,2111,3,2,1,1,1,1,2,3,3,3,5,3,2,0,1,15,0,0,0,2,2,NO,1717.089069,,10,2,,Muzaffarpur,,,2.02E+07,120115,6.36E+17,5,336776,mustard,<25%,YES Both,YES,YES,2,1.49E+12,,2,2,0.405300851,Through Jeevika,Lal bhadur,1,>50%,348.54,4,89751C,
20170418T044701_20170418T050010_T44RRN_20,12,15.16666667,0.151515152,12,2837.25,2285.295455,12,2124.833333,481.0606061,12,1899.666667,15.87878788,12,1683.833333,110.1515152,12,1575.416667,210.6287879,12,1621.666667,484.969697,12,1697.25,593.1136364,12,2092.5,791.1818182,12,2385.666667,1580.060606,12,2598,2481.090909,12,2196.166667,1956.515152,12,362,12,14,12,108,0,12,393.5,501,Mf 9,143_0,12,149.9166667,24.62878788,12,0,0,12,0,0,12,0,0,661238,3686,1.05E+08,TRACK661238_SUB3686,46,2.01E+07,2011,3,20,1,3,1,1,2,3,3,2,5,2,0,0,1,10,0,0,0,1,2,NO,1020.051319,,7,1,,Muzaffarpur,,,2.02E+07,140709,6.36E+17,5,216237,Tisi,<25%,YES Both,YES,YES,3,1.49E+12,,1,2,0.368679225,Through Jeevika,Lal bhadur,0,>50%,405.88,5,A75715,
20170418T044701_20170418T050010_T44RRN_21,13,16.46153846,0.602564103,13,2735.076923,30620.91026,13,1878.307692,41417.73077,13,1863.461538,2.602564103,13,1626.230769,1506.525641,13,1509.153846,2236.474359,13,1497.384615,16728.92308,13,1626,2508.5,13,2154.230769,3610.358974,13,2514.769231,11007.52564,13,2772.230769,10324.35897,13,2374.461538,16109.60256,13,368.4615385,11.1025641,17,13,108,0,13,575.7692308,14706.19231,Mf 77,190_0,13,226.1538462,3576.474359,13,0,0,13,0,0,13,0,0,282844,680,1.05E+08,TRACK282844_SUB680,53,1.51E+07,1511,2,10,1,1,1,2,0,0,1,2,3,2,0,0,0,0,0,0,0,2,2,NO,1009.851127,,5,1,,Muzaffarpur,,,2.02E+07,103128,6.36E+17,5,927990,mustard,<25%,YES Chemical Fertilizer,YES,NO,2,1.49E+12,,2,0,0.068081297,purchased seeds,Lal bhadur,0,,349.44,4,89751C,
20170418T044701_20170418T050010_T44RRN_25,4,13,0,4,2364,1200,4,1753,5.333333333,4,1925,0,4,1672.25,264.25,4,1488.5,319,4,1371,344.6666667,4,1452.5,176.3333333,4,1998.5,363,4,2352.5,3,4,2486.5,8.333333333,4,2110,120.6666667,4,341,0,27,4,108,0,4,417.25,216.25,P 91,315_0,4,211.75,42.91666667,4,0,0,4,0,0,4,0,0,363711,2763,1.08E+08,TRACK363711_SUB2763,98,2.01E+07,2011,2,23,2,0,0,1,1,3,3,2,4,2,0,0,1,15,0,0,0,1,2,NO,393.421586,,6,3,,Purnia,,,2.02E+07,113639,6.36E+17,8,1336150,,,YES Both,NO,YES,3,1.49E+12,,1,1,0.276346885,purchased seeds,Lakmanya,1,>50%,72.1,1,32CD32,
20170418T044701_20170418T050010_T44RRN_355,4,13,0,4,2350.5,11241.66667,4,1698.25,37608.91667,4,1925.5,0.333333333,4,1674.75,188.25,4,1503,40.66666667,4,1375.25,418.9166667,4,1449.25,434.25,4,2067.25,12060.25,4,2448.25,44709.58333,4,2585,42504.66667,4,2145.5,2996.333333,4,344,12,27,4,108,0,4,427,1084.666667,P 92,316_3,4,218.25,334.25,4,0,0,4,0,0,4,0,0,479080,281,1.08E+08,TRACK479080_SUB281,98,2.31E+07,2312,2,23,2,0,0,1,2,3,3,2,5,2,0,0,1,15,0,0,0,2,2,NO,352.746061,,7,4,,Purnia,,,2.02E+07,114651,6.36E+17,8,1336160,,,YES Both,NO,YES,3,1.49E+12,,2,2,0.02810537,purchased seeds,Lakmanya,1,>50%,57.56,1,32CD32,
20170418T044701_20170418T050010_T44RRN_28,20,13,0.631578947,20,2061.4,12722.98947,20,1375.05,28234.36579,20,1786.6,11.83157895,20,1553.9,265.7789474,20,1380.9,570.8315789,20,1245.9,2121.778947,20,1317,2666.105263,20,2026.8,4174.8,20,2452.5,10802.36842,20,2637.05,14891.94474,20,2204.5,11174.68421,20,358.05,10.99736842,27,20,108,0,20,596.25,6225.671053,P 28,261_0,20,276.9,1012.305263,20,0,0,20,0,0,20,0,0,533672,8247,1.08E+08,TRACK533672_SUB8247,88,1.01E+07,1011,2,19,2,0,0,1,1,3,1,2,2,1,0,0,0,0,0,0,0,2,2,NO,1755.310088,,3,3,,Purnia,,,2.02E+07,140235,6.36E+17,8,482104,,,YES Chemical Fertilizer,NO,YES,3,1.49E+12,,2,1,0.824719077,purchased seeds,Lakmanya,1,>50%,383.59,4,89751C,
20170418T044701_20170418T050010_T44RRN_31,8,14,0,8,2412.375,44962.83929,8,1654.5,57567.71429,8,1803,0,8,1572.375,621.9821429,8,1396.75,1023.357143,8,1302.25,4934.214286,8,1358.375,4116.553571,8,2033.875,558.9821429,8,2488.75,1746.214286,8,2688.875,2554.125,8,2243.75,986.7857143,8,361,0,27,8,108,0,8,606.5,1792.285714,P 25,265_0,8,265.625,652.5535714,8,0,0,8,0,0,8,0,0,123856,1816,1.08E+08,TRACK123856_SUB1816,88,1.01E+07,1012,1,2,2,0,0,1,2,3,3,2,2.5,2,0,0,1,200,0,0,0,2,2,NO,763.1620342,,4.5,4,,Purnia,,,2.02E+07,144323,6.36E+17,8,482051,,,YES Both,NO,YES,3,1.49E+12,,2,2,0.181630773,used own seed,Lakmanya,1,>50%,699.71,7,E11D07,
20170418T044701_20170418T050010_T44RRN_35,10,15,0,10,1949.5,23453.61111,10,1194.6,54489.15556,10,1978,0,10,1708.8,259.0666667,10,1506.4,717.3777778,10,1357.8,4419.955556,10,1400.1,2673.433333,10,2168.8,8732.177778,10,2650.4,22508.26667,10,2845.3,43685.56667,10,2297.2,17409.51111,10,382,0,27,10,108,0,10,525.9,11747.65556,P 89,319_0,10,255.6,2264.488889,10,0,0,10,0,0,10,0,0,736552,1335,1.08E+08,TRACK736552_SUB1335,89,2.51E+07,2511,2,19,2,0,0,1,1,3,1,2,3,2,0,0,0,0,0,0,0,1,2,NO,1045.071681,,5,1,,Purnia,,,2.02E+07,122101,6.36E+17,8,483611,,,YES Chemical Fertilizer,NO,YES,3,1.49E+12,,1,1,0.133529635,purchased seeds,Lakmanya,0,>50%,375.46,4,89751C,
20170418T044701_20170418T050010_T44RRN_36,8,15,0,8,2073.75,17385.07143,8,1350.375,29889.98214,8,1962,0,8,1724.125,154.6964286,8,1520.25,619.9285714,8,1388.875,1838.125,8,1461.75,612.5,8,2118.25,18613.07143,8,2522.875,30280.125,8,2670.25,50268.5,8,2231,19376.28571,8,362,0,27,8,108,0,8,468.75,13923.92857,P 86,320_0,8,231.125,1742.696429,8,0,0,8,0,0,8,0,0,868203,7385,1.08E+08,TRACK868203_SUB7385,89,2.51E+07,2511,2,2,2,0,0,1,1,3,1,2,3,2,0,0,0,0,0,0,0,2,2,NO,714.3525829,,5,1,,Purnia,,,2.02E+07,122709,6.36E+17,8,484003,,,YES Chemical Fertilizer,NO,YES,3,1.49E+12,,2,1,0.738579001,purchased seeds,Lakmanya,0,>50%,251.66,3,6C9223,
20170418T044701_20170418T050010_T44RRN_382,7,16,0,7,2222.571429,19358.95238,7,1428.285714,14406.57143,7,1893,0,7,1657.857143,131.4761905,7,1460.857143,114.1428571,7,1331.571429,632.952381,7,1405,1584.666667,7,2036.428571,792.6190476,7,2423.714286,649.5714286,7,2608.857143,1404.47619,7,2177.571429,2269.952381,7,362.5714286,0.285714286,28,7,108,0,7,490.1428571,977.1428571,P 41,271_1,7,240.5714286,205.952381,7,0,0,7,0,0,7,0,0,693500,6125,1.08E+08,TRACK693500_SUB6125,92,2.61E+07,2612,2,19,2,0,0,1,2,3,3,2,3.5,2,0,0,1,5,0,0,0,1,2,NO,703.5518103,,5.5,2,,Purnia,,,2.02E+07,120048,6.36E+17,8,593039,,,YES Both,NO,YES,3,1.49E+12,,1,2,0.612575795,purchased seeds,Lakmanya,1,>50%,599.29,6,C43A0E,
20170418T044701_20170418T050010_T44RRN_432,9,13,0,9,2111,17723.25,9,1269.888889,31406.61111,9,1813.333333,49.5,9,1554.666667,153.25,9,1383.888889,319.8611111,9,1208.111111,1243.361111,9,1320.888889,3058.111111,9,2128.666667,74.75,9,2620.444444,3746.027778,9,2859.666667,4529.25,9,2345.333333,1821,9,383.3333333,3,29,9,108,0,9,694.6666667,2472,P 52,296_2,9,319.5555556,404.2777778,9,0,0,9,0,0,9,0,0,208575,1380,1.08E+08,TRACK208575_SUB1380,94,1.51E+07,1511,2,2,1,1,1,1,2,3,1,2,5,2,0,0,0,0,0,0,0,2,2,NO,737.8317575,,7,4,,Purnia,,,2.02E+07,131413,6.36E+17,8,616313,mustard,<25%,YES Chemical Fertilizer,YES,YES,2,1.49E+12,,2,2,0.13804833,purchased seeds,Lakmanya,0,>50%,407.18,5,A75715,
20170418T044701_20170418T050010_T44RRN_37,14,16,0,14,2801.142857,417.6703297,14,1924.714286,63.2967033,14,1662.714286,4.21978022,14,1473.928571,113.1483516,14,1423.428571,221.4945055,14,1608.714286,2276.989011,14,1708.285714,1149.450549,14,2057.714286,647.2967033,14,2357.428571,323.956044,14,2627.714286,1277.758242,14,2204.642857,4446.708791,14,362.2857143,26.37362637,21,14,108,0,14,548.5714286,2029.648352,N 26,228_0,14,155.6428571,253.0164835,14,0,0,14,0,0,14,0,0,533074,9952,1.06E+08,TRACK533074_SUB9952,70,1.71E+07,1712,1,2,2,0,0,2,0,0,1,2,2,1.5,0,0,0,0,0,0,0,2,2,NO,1419.773545,,3.5,1,,Nalanda,,,2.02E+07,142913,6.36E+17,6,1715645,,,YES Chemical Fertilizer,NO,NO,3,1.49E+12,,2,0,0.995292678,used own seed,HD3059,0,,517.17,6,C43A0E,
20170418T044701_20170418T050010_T44RRN_38,9,15,0,9,2461.222222,808.6944444,9,1537.666667,13793,9,1622,0,9,1356.444444,485.2777778,9,1276.777778,951.6944444,9,1193.888889,12273.61111,9,1419.444444,695.0277778,9,2170,1111.75,9,2559.222222,3135.444444,9,2827.666667,4665.75,9,2469.666667,20680.25,9,392,0,18,9,108,0,9,937,23175,N 2,202_0,9,347.4444444,4361.777778,9,0,0,9,0,0,9,0,0,348016,5091,1.06E+08,TRACK348016_SUB5091,56,2.51E+07,2512,2,7,2,0,0,1,1,1,1,2,5,2.5,0,0,0,0,0,0,0,2,2,NO,859.4971061,,7.5,1,,Nalanda,,,2.02E+07,125337,6.36E+17,6,623096,,,YES Chemical Fertilizer,NO,YES,3,1.49E+12,,2,1,0.5091163,purchased seeds,HD3059,0,<25%,780.22,8,FF0000,
20170418T044701_20170418T050010_T44RRN_39,14,16,0,14,3257.642857,4272.401099,14,2434.071429,4970.379121,14,1715.5,3.5,14,1531.357143,226.0934066,14,1495.071429,374.532967,14,1725.071429,1091.917582,14,1799.357143,239.7857143,14,2143.857143,191.3626374,14,2419.714286,1539.912088,14,2745.785714,2496.335165,14,2302,3822.615385,14,458.0714286,12.07142857,2,14,108,0,14,539.9285714,3278.532967,59,47_0,14,142.7142857,289.6043956,14,0,0,14,0,0,14,0,0,353822,328,1.01E+08,TRACK353822_SUB328,7,1.51E+07,1512,2,12,2,0,0,1,1,1,1,2,3,1.5,0,0,0,0,0,0,0,2,2,NO,1242.140203,,4.5,1,,Gaya,,,2.02E+07,141712,6.36E+17,1,1746227,,,YES Chemical Fertilizer,NO,YES,3,1.49E+12,,2,1,0.032839766,purchased seeds,Sonalika,0,<25%,523.12,6,C43A0E,
20170418T044701_20170418T050010_T44RRN_40,2,14,0,2,2780,0,2,2006,0,2,2595,0,2,2393.5,12.5,2,2224,72,2,2163,72,2,2140,0,2,2724,0,2,3136,0,2,3282,0,2,2794,392,2,486,0,30,2,108,0,2,256,18,P 81,307_0,2,127,2,2,0,0,2,0,0,2,0,0,356142,2974,1.08E+08,TRACK356142_SUB2974,97,2.51E+07,2511,2,2,2,0,0,1,3,3,3,2,3,2,0,0,1,20,0,0,0,3,2,NO,191.8149156,,5,2,,Purnia,,,2.02E+07,154624,6.36E+17,8,703159,,,YES Both,NO,YES,3,1.49E+12,,3,3,0.297432034,purchased seeds,Lakmanya,0,>50%,280.08,3,6C9223,
20170418T044701_20170418T050010_T44RRN_192,1,15,,1,2618,,1,1680,,1,2516,,1,2374,,1,2184,,1,2099,,1,2099,,1,2700,,1,3136,,1,3268,,1,2866,,1,475,,30,1,108,,1,312,,P 80,310_1,1,154,,1,0,,1,0,,1,0,,530399,8618,1.08E+08,TRACK530399_SUB8618,97,1.21E+07,1212,2,2,2,0,0,1,1,3,3,2,3,2,0,0,1,2,0,0,0,2,2,NO,155.4607601,,5,3,,Purnia,,,2.02E+07,163133,6.36E+17,8,703208,,,YES Both,NO,YES,3,1.49E+12,,2,1,0.861859032,purchased seeds,Lakmanya,1,>50%,307.9,4,89751C,
20170418T044701_20170418T050010_T44RRN_42,7,16,0,7,2892.285714,1379.238095,7,1898.428571,2999.619048,7,2626,0,7,2473.714286,423.2380952,7,2324.428571,263.2857143,7,2290.857143,419.4761905,7,2276.571429,409.952381,7,2894.285714,257.2380952,7,3309.285714,1021.571429,7,3475.428571,734.6190476,7,3013.285714,604.9047619,7,525,0,30,7,108,0,7,295.8571429,109.8095238,P 83,308_0,7,135.7142857,36.9047619,7,0,0,7,0,0,7,0,0,484330,2235,1.08E+08,TRACK484330_SUB2235,97,2.61E+07,2611,2,2,2,0,0,1,2,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,609.7702893,PARTIAL,6,1,,Purnia,,,2.02E+07,160107,6.36E+17,8,703162,,,YES Both,NO,YES,3,1.49E+12,,1,2,0.223515714,purchased seeds,Lakmanya,0,>50%,287.35,3,6C9223,
20170418T044701_20170418T050010_T44RRN_44,4,13.5,0.333333333,4,2890.75,480.25,4,1946,88,4,2623.5,0.333333333,4,2425.5,699,4,2249.5,939,4,2185.5,553.6666667,4,2221,918,4,2827.5,640.3333333,4,3300.75,2106.25,4,3473,1338.666667,4,2905.5,1507.666667,4,523.5,0.333333333,30,4,108,0,4,291,13.33333333,P 82,309_1,4,140.75,12.91666667,4,0,0,4,0,0,4,0,0,672336,3726,1.08E+08,TRACK672336_SUB3726,97,1.11E+07,1112,2,2,2,0,0,1,2,3,3,2,5,2,0,0,1,15,0,0,0,1,2,NO,371.3678007,,7,2,,Purnia,,,2.02E+07,161109,6.36E+17,8,703164,,,YES Both,NO,YES,3,1.49E+12,,1,2,0.372629225,purchased seeds,Lakmanya,0,>50%,282.71,3,6C9223,
20170418T044701_20170418T050010_T44RRN_45,2,15,0,2,2563,0,2,1569,0,2,2516,0,2,2363.5,0.5,2,2187,50,2,2089.5,312.5,2,2096,0,2,2735,0,2,3164,0,2,3352,0,2,2877,162,2,475,0,30,2,108,0,2,315,2,P 78,312_0,2,158,2,2,0,0,2,0,0,2,0,0,2755,1102,1.08E+08,TRACK2755_SUB1102,97,2.51E+07,2511,2,19,2,0,0,1,1,3,3,2,3,2,0,0,1,10,0,0,0,2,2,NO,158.4879358,,5,1,,Purnia,,,2.02E+07,164010,6.36E+17,8,702528,,,YES Both,NO,YES,0,1.49E+12,,2,1,0.110233908,purchased seeds,Lakmanya,0,>50%,,,,
20170418T044701_20170418T050010_T44RRN_195,2,14,0,2,2516.5,3444.5,2,1617,3698,2,2013,0,2,1741,18,2,1564.5,12.5,2,1407.5,312.5,2,1527.5,112.5,2,2190,968,2,2621.5,1200.5,2,2835,2592,2,2401,50,2,379,0,30,2,108,0,2,534.5,60.5,P 74,306_1,2,260,50,2,0,0,2,0,0,2,0,0,987084,3746,1.08E+08,TRACK987084_SUB3746,96,2.41E+07,2411,2,2,2,0,0,1,1,3,3,2,2,2,0,0,1,10,0,0,0,2,2,NO,181.5873672,,4,2,,Purnia,,,2.02E+07,122455,6.36E+17,8,907401,,,YES Both,NO,YES,3,1.49E+12,,2,1,0.374693025,purchased seeds,Lakmanya,1,>50%,381.44,4,89751C,
20170418T044701_20170418T050010_T44RRN_46,1,13,,1,2043,,1,1111,,1,2001,,1,1718,,1,1521,,1,1343,,1,1449,,1,2176,,1,2668,,1,2904,,1,2450,,1,363,,30,1,108,,1,610,,P 77,305_0,1,291,,1,0,,1,0,,1,0,,776971,3575,1.08E+08,TRACK776971_SUB3575,96,1.21E+07,1211,2,19,2,0,0,1,2,3,3,2,4,3,0,0,1,40,0,0,0,2,2,NO,100.1999788,,7,2,,Purnia,,,2.02E+07,114521,6.36E+17,8,907445,,,YES Both,NO,YES,3,1.49E+12,,2,2,0.357584394,purchased seeds,Lakmanya,1,>50%,443.43,5,A75715,
20170418T044701_20170418T050010_T44RRN_197,2,13,0,2,2093.5,5100.5,2,1209.5,19404.5,2,2001,0,2,1745,162,2,1550.5,60.5,2,1383.5,684.5,2,1470.5,924.5,2,2176,0,2,2641.5,1404.5,2,2907.5,24.5,2,2424.5,60.5,2,363,0,30,2,108,0,2,563,8,P 75,304_1,2,273,50,2,0,0,2,0,0,2,0,0,526799,1995,1.08E+08,TRACK526799_SUB1995,96,2.01E+07,2011,1,2,2,0,0,1,1,3,3,2,4,2,0,0,1,10,0,0,0,1,2,NO,179.2594755,,6,2,,Purnia,,,2.02E+07,112155,6.36E+17,8,870731,,,YES Both,NO,YES,3,1.49E+12,,1,1,0.19958392,used own seed,Lakmanya,1,>50%,403.46,5,A75715,
20170418T044701_20170418T050010_T44RRN_48,2,15,0,2,2406.5,3444.5,2,1533,4418,2,1717,0,2,1479,0,2,1382,72,2,1313,72,2,1464.5,544.5,2,2140,3362,2,2458,1568,2,2694,5202,2,2155.5,1984.5,2,413,0,12,2,108,0,2,559,512,Md 76,98_0,2,242,162,2,0,0,2,0,0,2,0,0,855722,5110,1.04E+08,TRACK855722_SUB5110,38,2.71E+07,2712,2,19,2,0,0,1,1,1,3,2,3,3,0,0,1,3,0,0,0,1,2,NO,226.6910361,,6,1,,Madjubani,,,2.02E+07,124923,6.36E+17,4,972524,,,YES Both,NO,YES,3,1.49E+12,,1,1,0.511082587,purchased seeds,VP242,1,<25%,356.23,4,89751C,
20170418T044701_20170418T050010_T44RRN_49,1,17,,1,2437,,1,1570,,1,1764,,1,1503,,1,1393,,1,1351,,1,1487,,1,1994,,1,2299,,1,2533,,1,2170,,1,400,,12,1,108,,1,557,,Md 68,102_0,1,232,,1,0,,1,0,,1,0,,153411,3667,1.04E+08,TRACK153411_SUB3667,35,1.81E+07,1812,2,19,2,0,0,1,1,3,2,0,0,0,0,0,1,5,0,0,0,1,2,NO,129.001311,,0,1,,Madjubani,,,2.02E+07,142751,6.36E+17,4,1660330,,,YES Manure,NO,YES,3,1.49E+12,,1,1,0.366763948,purchased seeds,VP242,1,>50%,405.19,5,A75715,
20170418T044701_20170418T050010_T44RRN_50,1,18,,1,2919,,1,2144,,1,1796,,1,1596,,1,1522,,1,1588,,1,1740,,1,2155,,1,2456,,1,2680,,1,2255,,1,413,,12,1,108,,1,481,,Md 47,92_0,1,173,,1,0,,1,0,,1,0,,767271,7270,1.04E+08,TRACK767271_SUB7270,36,2122016,212,2,19,1,1,1,1,1,2,2,0,0,0,0,0,1,5,0,0,0,1,2,NO,89.74851617,,0,1,,Madjubani,,,2.02E+07,141203,6.36E+17,4,313195,mustard,<25%,YES Manure,YES,YES,3,1.49E+12,,1,1,0.727037971,purchased seeds,VP242,1,~50%,426.86,5,A75715,
20170418T044701_20170418T050010_T44RRN_209,1,18,,1,2919,,1,2144,,1,1796,,1,1576,,1,1547,,1,1516,,1,1740,,1,2155,,1,2456,,1,2680,,1,2272,,1,413,,12,1,108,,1,468,,Md 71,97_2,1,199,,1,0,,1,0,,1,0,,155422,1371,1.04E+08,TRACK155422_SUB1371,35,1.91E+07,1912,2,19,1,1,2,1,1,1,2,0,0,0,0,0,2,5,5,0,0,1,2,NO,89.66449741,,0,3,,Madjubani,,,2.02E+07,124452,6.36E+17,4,1665947,mustard,~50%,YES Manure,YES,YES,3,1.49E+12,,1,1,0.13711112,purchased seeds,VP242,1,<25%,211.2,3,6C9223,
20170418T044701_20170418T050010_T44RRN_222,2,16,0,2,2869.5,25764.5,2,2103,50562,2,1785,0,2,1587,1152,2,1530,2312,2,1567,882,2,1718.5,9384.5,2,2192.5,1860.5,2,2489.5,1012.5,2,2696.5,420.5,2,2277,3042,2,412,0,12,2,108,0,2,487.5,112.5,Md 81,107_1,2,184,8,2,0,0,2,0,0,2,0,0,880697,7782,1.04E+08,TRACK880697_SUB7782,40,1.31E+07,1311,2,19,2,0,0,2,0,0,3,2,2,2,0,0,1,5,0,0,0,3,2,NO,158.8509983,,4,2,,Madjubani,,,2.02E+07,120439,6.36E+17,4,1974351,,,YES Both,NO,NO,3,1.49E+12,,3,0,0.778257546,purchased seeds,VP242,1,,438.16,5,A75715,
20170418T044701_20170418T050010_T44RRN_226,1,15,,1,2569,,1,1765,,1,1758,,1,1520,,1,1454,,1,1446,,1,1555,,1,2074,,1,2315,,1,2638,,1,2154,,1,398,,12,1,108,,1,481,,Md 85,117_3,1,196,,1,0,,1,0,,1,0,,650684,5885,1.04E+08,TRACK650684_SUB5885,40,2.21E+07,2212,2,19,2,0,0,1,1,1,3,2,2,2.5,0,0,1,4,0,0,0,1,2,NO,101.5950326,,4.5,4,,Madjubani,,,2.02E+07,153621,6.36E+17,4,1974356,,,YES Both,NO,YES,3,1.49E+12,,1,1,0.588502473,purchased seeds,VP242,1,<25%,261.43,3,6C9223,
20170418T044701_20170418T050010_T44RRN_232,2,17,0,2,3069.5,22260.5,2,2196,53138,2,1764,0,2,1572.5,40.5,2,1506,200,2,1536.5,480.5,2,1671.5,4704.5,2,2243,1250,2,2584,1250,2,2895,338,2,2431.5,364.5,2,415,0,13,2,108,0,2,614,8,Md 106,118_1,2,225,8,2,0,0,2,0,0,2,0,0,269338,6001,1.04E+08,TRACK269338_SUB6001,42,2.81E+07,2811,2,19,2,0,0,1,1,1,3,1,2.5,0,0,0,1,4,0,0,0,2,2,NO,160.8410919,,2.5,2,,Madjubani,,,2.02E+07,94025,6.36E+17,4,1976221,,,YES Both,NO,YES,3,1.49E+12,,2,1,0.600199569,purchased seeds,VP242,1,<25%,300.52,4,89751C,
20170418T044701_20170418T050010_T44RRN_241,4,16,0,4,2910.25,24234.25,4,2037.25,35622.91667,4,1759,0,4,1565.25,1246.916667,4,1514.5,4207,4,1582.75,9614.916667,4,1693,4618.666667,4,2177,7484,4,2498.75,20859.58333,4,2764.5,17377,4,2314,8594.666667,4,405,0,13,4,108,0,4,527.5,123.6666667,Md 108,123_1,4,187.5,119,4,0,0,4,0,0,4,0,0,267469,5711,1.04E+08,TRACK267469_SUB5711,43,2.01E+07,2012,2,7,2,0,0,1,1,1,3,1,2,0,0,0,1,6,0,0,0,1,2,NO,264.6180929,,2,2,,Madjubani,,,2.02E+07,105709,6.36E+17,4,1337886,,,YES Both,NO,YES,2,1.49E+12,,1,1,0.571140721,purchased seeds,VP242,1,<25%,430.27,5,A75715,
20170418T044701_20170418T050010_T44RRN_243,2,16,0,2,3004,0,2,2224,0,2,1784,0,2,1559.5,264.5,2,1489,2,2,1552.5,24.5,2,1751,0,2,2179,0,2,2527,0,2,2710,0,2,2209.5,2112.5,2,405,0,13,2,108,0,2,483.5,840.5,Md 96,110_1,2,174,128,2,0,0,2,0,0,2,0,0,27877,4868,1.04E+08,TRACK27877_SUB4868,41,2.51E+07,2511,2,19,2,0,0,1,2,1,3,1,1,0,0,0,1,5,0,0,0,2,2,NO,92.73518378,,1,2,,Madjubani,,,2.02E+07,132625,6.36E+17,4,657369,,,YES Both,NO,YES,3,1.49E+12,,2,2,0.486843372,purchased seeds,VP242,1,<25%,467.85,5,A75715,
